name,latitude,longitude,easting,northing,elevationM,mapCode,E,N,H
LEW211,18.11121007,-66.98707241,712995.4041,2003652.895,153.327367,LEW,32.917744,158.817424,1001.290146
LEW212,18.11121318,-66.98706917,712995.7424,2003653.243,153.305605,LEW,33.402522,158.788527,1001.268384
LEW213,18.11121396,-66.9870665,712996.0245,2003653.332,153.306728,LEW,33.654119,158.632896,1001.269507
LEW214,18.11120942,-66.98706523,712996.1645,2003652.831,153.316884,LEW,33.36625,158.199933,1001.279663
LEW215,18.11120441,-66.98706296,712996.4107,2003652.28,153.319325,LEW,33.109238,157.653346,1001.282104
LEW216,18.11120189,-66.98705895,712996.8383,2003652.005,153.325423,LEW,33.180098,157.149929,1001.288202
LEW217,18.11121174,-66.98705635,712997.1018,2003653.099,153.336583,LEW,34.180571,157.664117,1001.299362
LEW218,18.11121527,-66.98705149,712997.6118,2003653.495,153.325427,LEW,34.813705,157.536271,1001.288206
REW172,18.11123258,-66.98708945,712993.5728,2003655.367,153.329974,REW,33.595153,161.819179,1001.292753
REW173,18.11121805,-66.98710091,712992.3771,2003653.745,153.328445,REW,31.585504,161.666229,1001.291224
REW174,18.1112135,-66.9870995,712992.532,2003653.243,153.317562,REW,31.306483,161.221236,1001.280341
REW175,18.11121018,-66.98709497,712993.0152,2003652.882,153.330682,REW,31.347895,160.618962,1001.293461
REW176,18.11120669,-66.98709947,712992.544,2003652.49,153.330079,REW,30.743435,160.720303,1001.292858
REW177,18.11120002,-66.98709947,712992.551,2003651.752,153.310439,REW,30.188531,160.232784,1001.273218
REW178,18.11119006,-66.9871015,712992.3492,2003650.646,153.312086,REW,29.219278,159.664113,1001.274865
REW179,18.11118228,-66.98710342,712992.1552,2003649.783,153.340911,REW,28.438296,159.247192,1001.30369
REW180,18.1111779,-66.98710705,712991.776,2003649.295,153.338092,REW,27.82081,159.21575,1001.300871
REW181,18.11117056,-66.98711068,712991.401,2003648.478,153.338389,REW,26.956979,158.966505,1001.301168
REW182,18.11116246,-66.98711415,712991.0427,2003647.576,153.324464,REW,26.040125,158.64962,1001.287243
REW183,18.1111534,-66.98710611,712991.9055,2003646.583,153.296205,REW,25.851057,157.347436,1001.258984
REW184,18.11114394,-66.98710513,712992.0201,2003645.537,153.311277,REW,25.132764,156.577166,1001.274056
REW185,18.11113485,-66.98710305,712992.2512,2003644.533,153.295263,REW,24.52326,155.74674,1001.258042
REW186,18.11112664,-66.98710056,712992.5254,2003643.627,153.27245,REW,24.015856,154.947564,1001.235229
REW187,18.11112029,-66.98709388,712993.2395,2003642.932,153.276212,REW,23.955646,153.952688,1001.238991
REW188,18.11110913,-66.98709471,712993.1649,2003641.696,153.230938,REW,22.970429,153.202275,1001.193717
REW189,18.11109999,-66.98709104,712993.5651,2003640.688,153.213246,REW,22.467837,152.240699,1001.176025
REW190,18.11109329,-66.98709235,712993.4346,2003639.945,153.196527,REW,21.819674,151.854483,1001.159306
REW191,18.11108309,-66.98709319,712993.3576,2003638.815,153.155998,REW,20.912846,151.174714,1001.118777
REW192,18.11107714,-66.98709382,712993.2981,2003638.156,153.125368,REW,20.374514,150.789469,1001.088147
THL348,18.11106542,-66.98708446,712994.3027,2003636.869,152.990711,THL,20.055514,149.188078,1000.95349
THL349,18.11107048,-66.98708319,712994.4311,2003637.431,153.035157,THL,20.565172,149.457814,1000.997936
THL350,18.11107644,-66.9870803,712994.7306,2003638.095,153.039183,THL,21.263569,149.664115,1001.001962
THL351,18.11108509,-66.98708237,712994.5003,2003639.049,153.052993,THL,21.836427,150.461848,1001.015772
THL352,18.11109154,-66.98708248,712994.4809,2003639.763,153.080152,THL,22.364501,150.942493,1001.042931
THL353,18.11109873,-66.98708371,712994.3419,2003640.558,153.123309,THL,22.876356,151.567074,1001.086088
THL354,18.11110385,-66.98708426,712994.2779,2003641.124,153.139193,THL,23.26308,151.984908,1001.101972
THL355,18.11110814,-66.98708213,712994.4985,2003641.6,153.15298,THL,23.768455,152.12911,1001.115759
THL356,18.1111124,-66.98707942,712994.7802,2003642.075,153.167188,THL,24.312069,152.225615,1001.129967
THL357,18.11111716,-66.98707584,712995.1533,2003642.607,153.177465,THL,24.958713,152.290194,1001.140244
THL358,18.11112173,-66.98707192,712995.5619,2003643.117,153.200698,THL,25.611792,152.31343,1001.163477
THL359,18.11112522,-66.98706783,712995.9906,2003643.508,153.162192,THL,26.187806,152.243802,1001.124971
THL360,18.111129,-66.9870659,712996.1903,2003643.929,153.205893,THL,26.637127,152.367323,1001.168672
THL361,18.11113346,-66.98706667,712996.1036,2003644.421,153.117151,THL,26.954006,152.754857,1001.07993
THL362,18.11113658,-66.98706805,712995.9544,2003644.765,153.112294,THL,27.117241,153.092483,1001.075073
THL363,18.11114046,-66.98706972,712995.7721,2003645.193,153.092796,THL,27.321952,153.509642,1001.055575
THL364,18.11114244,-66.98707098,712995.6366,2003645.411,153.143776,THL,27.399081,153.754919,1001.106555
THL365,18.11114588,-66.98707348,712995.3681,2003645.789,153.218618,THL,27.509617,154.204727,1001.181397
THL366,18.11114882,-66.98707794,712994.8922,2003646.109,153.238763,THL,27.441997,154.774857,1001.201542
THL367,18.11114845,-66.98708352,712994.3024,2003646.062,153.240469,THL,27.020754,155.190589,1001.203248
RUT5,18.11114927,-66.98708873,712993.7499,2003646.146,153.213405,Run,26.724264,155.664643,1001.176184
THL368,18.11115272,-66.98709041,712993.5674,2003646.527,153.204743,THL,26.893105,156.051051,1001.167522
THL369,18.1111578,-66.9870907,712993.5306,2003647.089,153.170675,THL,27.294947,156.445877,1001.133454
THL370,18.11116301,-66.98709061,712993.5341,2003647.665,153.137613,THL,27.734159,156.81985,1001.100392
THL371,18.11116843,-66.98709134,712993.4499,2003648.264,153.1098,THL,28.133116,157.274696,1001.072579
THL372,18.1111744,-66.98709013,712993.5709,2003648.926,153.071232,THL,28.713738,157.615303,1001.034011
THL373,18.11117905,-66.98709125,712993.4469,2003649.439,153.017034,THL,29.021424,158.04418,1000.979813
THL374,18.11118384,-66.98708967,712993.6079,2003649.972,153.010125,THL,29.530128,158.269982,1000.972904
THL375,18.11119196,-66.98709009,712993.5537,2003650.87,152.956676,THL,30.174946,158.897228,1000.919455
THL376,18.11119712,-66.9870893,712993.631,2003651.442,152.973931,THL,30.659015,159.212283,1000.93671
THL377,18.11120391,-66.98708857,712993.7003,2003652.195,152.991657,THL,31.275024,159.651587,1000.954436
THL378,18.11120975,-66.98708768,712993.7875,2003652.842,153.040083,THL,31.822199,160.007995,1001.002862
THL379,18.1112179,-66.98708463,712994.1004,2003653.747,152.95718,THL,32.712557,160.361992,1000.919959
THL380,18.11122204,-66.98708198,712994.3765,2003654.21,152.875931,THL,33.242954,160.454576,1000.83871
THL381,18.11122687,-66.98708352,712994.2077,2003654.742,152.885963,THL,33.536222,160.930072,1000.848742
RIT7,18.11123179,-66.98708218,712994.343,2003655.288,153.096326,Riffle,34.037995,161.183821,1001.059105
REW193,18.11123791,-66.98708598,712993.9335,2003655.961,153.357042,REW,34.280787,161.93382,1001.319821
REW194,18.11124515,-66.98708384,712994.151,2003656.765,153.45176,REW,35.031749,162.293783,1001.414539
REW195,18.11125349,-66.98707799,712994.7603,2003657.695,153.515547,REW,36.134845,162.439822,1001.478326
REW196,18.11126426,-66.98707626,712994.9301,2003658.89,153.583744,REW,37.150618,163.090948,1001.546523
REW197,18.11127971,-66.9870784,712994.6849,2003660.596,153.65704,REW,38.283747,164.391152,1001.619819
REW198,18.11129507,-66.98707481,712995.0465,2003662.302,153.704514,REW,39.812004,165.230529,1001.667293
REW199,18.1112995,-66.98706489,712996.091,2003662.803,153.746587,REW,40.873936,164.766548,1001.709366
REW200,18.11130712,-66.98705821,712996.7897,2003663.654,153.790995,REW,41.975029,164.792788,1001.753774
REW201,18.11131976,-66.98705629,712996.9774,2003665.056,153.796662,REW,43.159757,165.565925,1001.759441
REW202,18.11132953,-66.98704774,712997.8706,2003666.147,153.805306,REW,44.569599,165.601467,1001.768085
REW203,18.11134019,-66.98704704,712997.9316,2003667.328,153.810859,REW,45.504318,166.326358,1001.773638
REW204,18.1113497,-66.98705145,712997.4532,2003668.376,153.818888,REW,45.986081,167.373149,1001.781667
REW205,18.11135404,-66.98705176,712997.4152,2003668.855,153.793,REW,46.324602,167.714983,1001.755779
REW206,18.11136915,-66.98705013,712997.5695,2003670.53,153.865428,REW,47.694201,168.691533,1001.828207
REW207,18.11139206,-66.98704811,712997.7556,2003673.068,153.86498,REW,49.738645,170.20754,1001.827759
REW208,18.11140499,-66.9870434,712998.2388,2003674.505,153.895833,REW,51.143083,170.77975,1001.858612
REW209,18.11142204,-66.98703849,712998.7379,2003676.398,153.9864,REW,52.903067,171.637317,1001.949179
REW210,18.11144528,-66.98703983,712998.5677,2003678.969,154.087281,REW,54.740141,173.445206,1002.05006
REW211,18.11146166,-66.98703652,712998.898,2003680.786,154.118266,REW,56.332836,174.381417,1002.081045
REW212,18.11147436,-66.98703464,712999.0818,2003682.194,154.199766,REW,57.519786,175.161667,1002.162545
REW213,18.11148646,-66.98703535,712998.9917,2003683.532,154.252252,REW,58.474687,176.103393,1002.215031
REW214,18.11149702,-66.98703718,712998.7854,2003684.699,154.331434,REW,59.224404,177.02185,1002.294213
REW215,18.11150803,-66.98702898,712999.6408,2003685.928,154.398059,REW,60.713807,177.175875,1002.360838
REW216,18.11151416,-66.98702547,713000.0047,2003686.61,154.407388,REW,61.468566,177.345776,1002.370167
REW217,18.11152403,-66.98702455,713000.0896,2003687.704,154.448822,REW,62.352785,177.995587,1002.411601
REW218,18.11153999,-66.98703129,712999.3576,2003689.462,154.54961,REW,63.20697,179.698183,1002.512389
REW219,18.11155379,-66.98703727,712998.7075,2003690.983,154.545676,REW,63.9352,181.184088,1002.508455
REW220,18.11156332,-66.98703488,712998.9484,2003692.041,154.582051,REW,64.893756,181.692084,1002.54483
REW221,18.11157191,-66.98703839,712998.5667,2003692.987,154.655021,REW,65.361754,182.599379,1002.6178
REW222,18.11157935,-66.98704237,712998.1363,2003693.807,154.693743,REW,65.701831,183.460647,1002.656522
REW223,18.11157854,-66.98705351,712996.9585,2003693.704,154.725126,REW,64.854814,184.285875,1002.687905
REW224,18.11158703,-66.98706797,712995.4179,2003694.628,154.720782,REW,64.548534,186.056129,1002.683561
REW225,18.11160007,-66.98706539,712995.6753,2003696.073,154.718978,REW,65.811914,186.804929,1002.681757
REW226,18.11161175,-66.9870557,712996.6867,2003697.378,154.723548,REW,67.461009,186.890597,1002.686327
REW227,18.11162277,-66.98706151,712996.0583,2003698.591,154.936621,REW,67.969497,188.15847,1002.8994
REW228,18.11163954,-66.98706582,712995.5813,2003700.442,154.955303,REW,69.061094,189.728939,1002.918082
REW229,18.1116507,-66.98706511,712995.6434,2003701.678,154.95748,REW,70.037843,190.488717,1002.920259
REW230,18.11166449,-66.98706297,712995.8532,2003703.207,154.950339,REW,71.333933,191.328529,1002.913118
REW231,18.11167715,-66.98707006,712995.0875,2003704.601,154.963186,REW,71.889589,192.818325,1002.925965
REW232,18.111689,-66.98707261,712994.8031,2003705.909,155.023985,REW,72.695159,193.887965,1002.986764
REW233,18.11170133,-66.98706959,712995.1079,2003707.277,155.077268,REW,73.931009,194.550595,1003.040047
REW234,18.11171387,-66.98707105,712994.938,2003708.663,155.079618,REW,74.870389,195.584384,1003.042397
REW235,18.11173565,-66.98707284,712994.722,2003711.072,155.276057,REW,76.554735,197.321046,1003.238836
REW236,18.11175449,-66.98707582,712994.3838,2003713.155,155.26593,REW,77.911831,198.936969,1003.228709
REW237,18.11176963,-66.98707116,712994.8591,2003714.836,155.288482,REW,79.496206,199.67471,1003.251261
REW238,18.11178308,-66.98706936,712995.0336,2003716.327,155.259269,REW,80.739442,200.515573,1003.222048
REW239,18.11178865,-66.98706155,712995.8539,2003716.953,155.303829,REW,81.749281,200.302714,1003.266608
REW240,18.11180602,-66.9870563,712996.388,2003718.881,155.321902,REW,83.559261,201.157201,1003.284681
REW241,18.11182838,-66.98705058,712996.9666,2003721.363,155.361576,REW,85.817967,202.339544,1003.324355
REW243,18.11184172,-66.98704597,712997.4378,2003722.845,155.344075,REW,87.248059,202.949735,1003.306854
REW244,18.11185032,-66.98703866,712998.2015,2003723.805,155.422247,REW,88.474237,202.998069,1003.385026
REW245,18.11185654,-66.98703209,712998.8892,2003724.501,155.470171,REW,89.450878,202.931587,1003.43295
REW246,18.11187476,-66.98702554,712999.5609,2003726.526,155.493523,REW,91.423661,203.744669,1003.456302
REW247,18.1118882,-66.98702115,713000.0097,2003728.019,155.515503,REW,92.848194,204.379658,1003.478282
REW248,18.11190043,-66.98702283,712999.8162,2003729.371,155.522255,REW,93.745949,205.408788,1003.485034
LEW219,18.11189729,-66.98700184,713002.0422,2003729.047,155.523392,LEW,94.954232,203.510747,1003.486171
LEW220,18.11187806,-66.98700377,713001.8616,2003726.916,155.536959,LEW,93.221885,202.256464,1003.499738
LEW221,18.11186627,-66.98700623,713001.6156,2003725.608,155.51219,LEW,92.069926,201.588643,1003.474969
LEW222,18.11184778,-66.9870084,713001.4073,2003723.56,155.442458,LEW,90.381755,200.408904,1003.405237
LEW223,18.11184372,-66.98701289,713000.9378,2003723.104,155.473248,LEW,89.730253,200.46736,1003.436027
LEW224,18.11184616,-66.9870208,713000.0975,2003723.366,155.446135,LEW,89.379412,201.274601,1003.408914
LEW225,18.11181435,-66.98700355,713001.9614,2003719.865,155.371554,LEW,87.943769,197.576371,1003.334333
LEW226,18.11181443,-66.98702707,712999.4721,2003719.846,155.360916,LEW,86.304093,199.450339,1003.323695
LEW227,18.11180109,-66.98703178,712998.9892,2003718.364,155.321689,LEW,84.866086,198.848716,1003.284468
LEW228,18.1117764,-66.98703272,712998.9201,2003715.63,155.319103,LEW,82.7489,197.115572,1003.281882
LEW229,18.11175842,-66.98703616,712998.5779,2003713.636,155.285644,LEW,81.014641,196.072969,1003.248423
LEW230,18.11173929,-66.98703452,712998.7737,2003711.52,155.233069,LEW,79.539031,194.542878,1003.195848
LEW231,18.11172563,-66.98703711,712998.5165,2003710.005,155.181842,LEW,78.22379,193.749034,1003.144621
LEW232,18.11171074,-66.98703782,712998.4595,2003708.356,155.168235,LEW,76.93701,192.71555,1003.131014
LEW233,18.11169585,-66.98703931,712998.32,2003706.706,155.052833,LEW,75.595659,191.743873,1003.015612
LEW234,18.11168909,-66.98704053,712998.1991,2003705.956,155.045015,LEW,74.948383,191.345628,1003.007794
LEW235,18.11167897,-66.98703755,712998.5262,2003704.84,154.98579,LEW,74.31618,190.36898,1002.948569
LEW236,18.11166445,-66.98703486,712998.8292,2003703.235,154.914186,LEW,73.298049,189.091547,1002.876965
LEW237,18.11165409,-66.98703371,712998.9629,2003702.09,154.964455,LEW,72.517725,188.242635,1002.927234
LEW238,18.11164223,-66.98703364,712998.985,2003700.777,154.881933,LEW,71.537421,187.368694,1002.844712
LEW239,18.1116325,-66.98702655,712999.7474,2003699.708,154.771352,LEW,71.225074,186.092896,1002.734131
LEW240,18.11162063,-66.98702708,712999.7052,2003698.394,154.735164,LEW,70.201641,185.266707,1002.697943
LEW241,18.11160913,-66.98702139,713000.3217,2003697.127,154.71392,LEW,69.644186,183.972293,1002.676699
LEW242,18.11159961,-66.98701383,713001.1331,2003696.082,154.702826,LEW,69.38231,182.675309,1002.665605
LEW243,18.11158687,-66.98700553,713002.0266,2003694.681,154.684736,LEW,68.904285,181.083641,1002.647515
LEW244,18.11156738,-66.98700026,713002.6087,2003692.53,154.594371,LEW,67.654515,179.238112,1002.55715
LEW245,18.11155218,-66.98699602,713003.0754,2003690.852,154.533705,LEW,66.687803,177.788843,1002.496484
LEW246,18.11153747,-66.98699325,713003.3871,2003689.228,154.514258,LEW,65.660667,176.492128,1002.477037
LEW247,18.11152267,-66.98699044,713003.702,2003687.592,154.507803,LEW,64.626764,175.185412,1002.470582
LEW248,18.11151342,-66.98699319,713003.4217,2003686.566,154.444504,LEW,63.666014,174.727589,1002.407283
LEW249,18.11150034,-66.98699495,713003.2512,2003685.116,154.428577,LEW,62.455868,173.909985,1002.391356
LEW250,18.11149035,-66.98699985,713002.7455,2003684.004,154.353615,LEW,61.283109,173.567085,1002.316394
LEW251,18.11147903,-66.98700756,713001.9431,2003682.742,154.204541,LEW,59.803418,173.351453,1002.16732
LEW252,18.1114616,-66.98699329,713003.4743,2003680.829,154.161096,LEW,59.353285,170.94186,1002.123875
LEW253,18.11145449,-66.98701194,713001.5083,2003680.02,154.106837,LEW,57.457045,171.903698,1002.069616
LEW254,18.11143738,-66.98701743,713000.9483,2003678.12,154.055328,LEW,55.651539,171.087257,1002.018107
LEW255,18.11142367,-66.98701931,713000.7659,2003676.601,153.983959,LEW,54.381134,170.233358,1001.946738
LEW256,18.11141069,-66.98702141,713000.5596,2003675.161,154.00064,LEW,53.155882,169.449957,1001.963419
LEW257,18.11141071,-66.98702141,713000.5589,2003675.164,153.99615,LEW,53.157349,169.452131,1001.958929
LEW258,18.11139565,-66.98702627,713000.0634,2003673.491,153.906662,LEW,51.565788,168.734893,1001.869441
LEW259,18.11138829,-66.98702247,713000.4747,2003672.681,153.858595,LEW,51.220965,167.894647,1001.821374
LEW260,18.11138315,-66.9870121,713001.5776,2003672.123,153.848215,LEW,51.518563,166.694901,1001.810994
LEW261,18.11136725,-66.98701965,713000.7981,2003670.355,153.86078,LEW,49.669783,166.13101,1001.823559
LEW262,18.11134472,-66.98701607,713001.2043,2003667.865,153.812172,LEW,48.048095,164.197168,1001.774951
LEW263,18.1113353,-66.98701291,713001.5499,2003666.826,153.81007,LEW,47.486734,163.25714,1001.772849
LEW264,18.11129835,-66.98702288,713000.5398,2003662.725,153.779485,LEW,43.719433,161.344523,1001.742264
LEW265,18.1112795,-66.98702454,713000.3864,2003660.636,153.765183,LEW,42.036411,160.096675,1001.727962
LEW266,18.11126174,-66.98703688,712999.1022,2003658.656,153.670874,LEW,39.697894,159.777232,1001.633653
LEW267,18.11124891,-66.98703888,712998.9058,2003657.233,153.514258,LEW,38.491549,158.996956,1001.477037
LEW268,18.11122989,-66.98704257,712998.5377,2003655.124,153.328736,LEW,36.653025,157.8987,1001.291515
LEW269,18.11120295,-66.98706253,712996.4581,2003652.119,153.327034,LEW,33.017953,157.512097,1001.289813
LEW270,18.11120401,-66.98707546,712995.0884,2003652.221,153.314932,LEW,32.201097,158.616724,1001.277711
LEW271,18.11118537,-66.98707476,712995.1845,2003650.158,153.308301,LEW,30.700717,157.197034,1001.27108
THL382,18.11123421,-66.98707987,712994.5843,2003655.559,153.239796,THL,34.401035,161.17811,1001.202575
THL383,18.11123727,-66.98707581,712995.0105,2003655.902,153.28109,THL,34.939409,161.079254,1001.243869
THL384,18.11123906,-66.98707296,712995.3108,2003656.104,153.272921,THL,35.288116,160.983295,1001.2357
THL385,18.11124143,-66.9870691,712995.7163,2003656.371,153.325993,THL,35.755393,160.850567,1001.288772
THL386,18.11124447,-66.9870646,712996.1889,2003656.712,153.33868,THL,36.322486,160.715155,1001.301459
THL387,18.11124493,-66.98705949,712996.7286,2003656.769,153.380004,THL,36.718096,160.343515,1001.342783
THL388,18.1112488,-66.9870585,712996.8287,2003657.198,153.391187,THL,37.108743,160.548001,1001.353966
THL389,18.11125307,-66.98705923,712996.7465,2003657.671,153.336695,THL,37.413056,160.918744,1001.299474
THL390,18.11125637,-66.98706126,712996.5279,2003658.033,153.359869,THL,37.544703,161.32077,1001.322648
THL391,18.1112604,-66.98705886,712996.7774,2003658.482,153.357221,THL,38.047737,161.424856,1001.32
THL392,18.11126298,-66.98705781,712996.8853,2003658.768,153.401245,THL,38.335462,161.530258,1001.364024
THL393,18.11126674,-66.98705528,712997.1483,2003659.188,153.508131,THL,38.824972,161.60489,1001.47091
THL394,18.11127077,-66.98705397,712997.2822,2003659.635,153.519136,THL,39.25149,161.795556,1001.481915
THL395,18.11127546,-66.98705353,712997.3228,2003660.155,153.547651,THL,39.671848,162.104276,1001.51043
THL396,18.11127986,-66.98705459,712997.2059,2003660.641,153.572622,THL,39.963518,162.509852,1001.535401
THL397,18.11128515,-66.98705211,712997.4611,2003661.229,153.596362,THL,40.575895,162.700603,1001.559141
THL398,18.11129102,-66.98704813,712997.8755,2003661.884,153.656897,THL,41.34242,162.813966,1001.619676
THL399,18.1112941,-66.9870424,712998.4782,2003662.231,153.615942,THL,41.999284,162.584308,1001.578721
THL400,18.11131985,-66.98703426,712999.309,2003665.092,153.594541,THL,44.709184,163.822452,1001.55732
THL401,18.1113289,-66.98703562,712999.1537,2003666.091,153.643526,THL,45.365229,164.592811,1001.606305
THL402,18.11133871,-66.98703253,712999.4692,2003667.181,153.585946,THL,46.396636,165.065061,1001.548725
THL403,18.11134435,-66.98703295,712999.4176,2003667.805,153.532008,THL,46.83579,165.511662,1001.494787
THL404,18.11135225,-66.98703368,712999.3313,2003668.678,153.486516,THL,47.44113,166.147185,1001.449295
THL405,18.11135755,-66.98703238,712999.4628,2003669.267,153.609869,THL,47.973123,166.432006,1001.572648
THL406,18.11136217,-66.98703233,712999.4625,2003669.778,153.597964,THL,48.360622,166.766351,1001.560743
THL407,18.11136633,-66.9870333,712999.3539,2003670.237,153.640344,THL,48.637599,167.148425,1001.603123
THL408,18.11137297,-66.98703452,712999.2177,2003670.971,153.670359,THL,49.104467,167.730505,1001.633138
AP1_LFH,18.11136933,-66.9869926,713003.6586,2003670.617,154.914034,Transect_AP1,51.73562,164.134237,1002.876813
AP1_XS,18.11136945,-66.98699399,713003.5118,2003670.628,154.651323,Transect_AP1,51.648466,164.252942,1002.614102
AP1_XS2,18.11137013,-66.98699516,713003.3874,2003670.702,154.46086,Transect_AP1,51.623253,164.395441,1002.423639
AP1_XS3,18.11137041,-66.98699764,713003.1239,2003670.73,154.298684,Transect_AP1,51.47233,164.613268,1002.261463
AP1_XS4,18.11137064,-66.98699918,713002.961,2003670.753,154.26468,Transect_AP1,51.383733,164.752028,1002.227459
AP1_LBF,18.11137121,-66.9869997,713002.9049,2003670.816,154.217532,Transect_AP1,51.394787,164.835633,1002.180311
AP1_XS5,18.11137201,-66.98700204,713002.6567,2003670.902,154.068837,Transect_AP1,51.297457,165.079507,1002.031616
AP1_XS6,18.11137279,-66.98700461,713002.3836,2003670.986,154.003086,Transect_AP1,51.182803,165.341311,1001.965865
AP1_XS7,18.11137326,-66.98700679,713002.1518,2003671.035,153.854353,Transect_AP1,51.069089,165.549334,1001.817132
AP1_XS8,18.11137369,-66.98700998,713001.8137,2003671.079,153.864507,Transect_AP1,50.881123,165.833754,1001.827286
AP1_LEW,18.11137443,-66.98701614,713001.1608,2003671.153,153.803984,Transect_AP1,50.511481,166.3774,1001.766763
AP1_XS9,18.11137523,-66.98701857,713000.903,2003671.24,153.786291,Transect_AP1,50.408605,166.62906,1001.74907
AP1_XS10,18.11137556,-66.98702126,713000.6176,2003671.273,153.795663,Transect_AP1,50.247296,166.866992,1001.758442
AP1_XS11,18.11137646,-66.98702336,713000.3945,2003671.37,153.858456,Transect_AP1,50.174959,167.099203,1001.821235
AP1_XS12,18.11137722,-66.98702589,713000.1251,2003671.452,153.861154,Transect_AP1,50.061227,167.356815,1001.823933
AP1_XS13,18.11137796,-66.9870278,712999.9221,2003671.531,153.782792,Transect_AP1,49.98861,167.562283,1001.745571
AP1_XS14,18.11137863,-66.98702947,712999.7449,2003671.603,153.741243,Transect_AP1,49.92742,167.743573,1001.704022
AP1_XS15,18.11137922,-66.98703156,712999.5227,2003671.666,153.693095,Transect_AP1,49.830233,167.953191,1001.655874
AP1_XS16,18.11137928,-66.98703337,712999.3309,2003671.671,153.653344,Transect_AP1,49.708853,168.101895,1001.616123
AP1_XS17,18.11137948,-66.98703472,712999.1879,2003671.692,153.645505,Transect_AP1,49.631138,168.223726,1001.608284
AP1_THL,18.1113795,-66.98703562,712999.0932,2003671.692,153.619867,Transect_AP1,49.569721,168.295801,1001.582646
AP1_XS18,18.11137994,-66.98703823,712998.8157,2003671.738,153.646753,Transect_AP1,49.423095,168.535918,1001.609532
AP1_XS19,18.11137994,-66.98704066,712998.5584,2003671.735,153.63125,Transect_AP1,49.252986,168.729035,1001.594029
AP1_XS20,18.11138045,-66.98704272,712998.3405,2003671.79,153.633278,Transect_AP1,49.151993,168.929738,1001.596057
AP1_XS21,18.1113809,-66.98704495,712998.1037,2003671.837,153.870113,Transect_AP1,49.033284,169.140063,1001.832892
AP1_REW,18.11138248,-66.98704824,712997.7533,2003672.008,153.853066,Transect_AP1,48.933859,169.517116,1001.815845
AP1_XS22,18.11138245,-66.98704922,712997.65,2003672.004,154.098859,Transect_AP1,48.863346,169.59264,1002.061638
AP1_XS23,18.11138323,-66.98705297,712997.2518,2003672.086,154.076276,Transect_AP1,48.665472,169.948008,1002.039055
AP1_XS24,18.11138345,-66.98705511,712997.0247,2003672.107,153.956728,Transect_AP1,48.53321,170.133903,1001.919507
AP1_XS25,18.11138435,-66.98705989,712996.5178,2003672.202,153.926521,Transect_AP1,48.274005,170.579783,1001.8893
AP1_XS26,18.11138432,-66.98706309,712996.1789,2003672.195,154.06481,Transect_AP1,48.047576,170.832094,1002.027589
AP1_RBF,18.11138527,-66.98706474,712996.0035,2003672.297,154.235117,Transect_AP1,48.010776,171.032076,1002.197896
AP1_XS27,18.11138593,-66.98706704,712995.7598,2003672.368,154.201804,Transect_AP1,47.904934,171.262604,1002.164583
AP1_XS28,18.11138691,-66.98707139,712995.2981,2003672.471,154.329926,Transect_AP1,47.682103,171.68014,1002.292705
AP1_XS29,18.11138737,-66.9870752,712994.894,2003672.518,154.451774,Transect_AP1,47.453367,172.016638,1002.414553
AP1_XS30,18.11138858,-66.98707953,712994.4344,2003672.647,154.565705,Transect_AP1,47.251143,172.449259,1002.528484
AP1_XS31,18.11138946,-66.98708232,712994.1381,2003672.741,154.773487,Transect_AP1,47.128849,172.735019,1002.736266
AP1_RFH,18.11138994,-66.98708401,712993.9578,2003672.792,154.891677,Transect_AP1,47.049647,172.904953,1002.854456
AP1_LB_PIN,18.11136844,-66.98697725,713005.2848,2003670.535,155.706856,Transect_AP1,52.735775,162.848843,1003.669635
THL409,18.11138171,-66.98703456,712999.2026,2003671.938,153.635806,THL,49.827701,168.373664,1001.598585
THL410,18.11138472,-66.98703272,712999.3932,2003672.274,153.655572,THL,50.206153,168.448078,1001.618351
THL411,18.11138774,-66.98703046,712999.6293,2003672.61,153.729249,THL,50.615318,168.488966,1001.692028
THL412,18.11139212,-66.98703169,712999.4939,2003673.094,153.714456,THL,50.893467,168.907388,1001.677235
THL413,18.11139698,-66.98703211,712999.4436,2003673.632,153.712382,THL,51.268033,169.296682,1001.675161
THL414,18.11140242,-66.98703342,712999.2984,2003674.232,153.770822,THL,51.628082,169.798611,1001.733601
THL415,18.11140676,-66.98703296,712999.341,2003674.713,153.741793,THL,52.020334,170.0804,1001.704572
THL416,18.11141137,-66.98703197,712999.4411,2003675.224,153.777933,THL,52.473005,170.338277,1001.740712
THL417,18.11141528,-66.98703019,712999.6241,2003675.66,153.807155,THL,52.922675,170.484098,1001.769934
THL418,18.11142044,-66.98702593,713000.0687,2003676.236,153.785972,THL,53.649346,170.523263,1001.748751
THL419,18.11142523,-66.98702724,712999.9251,2003676.764,153.823248,THL,53.955904,170.977129,1001.786027
THL420,18.11143045,-66.98702627,713000.0209,2003677.343,153.854858,THL,54.456824,171.282244,1001.817637
THL421,18.1114359,-66.98702953,712999.6688,2003677.943,153.853899,THL,54.6817,171.940883,1001.816678
THL422,18.11144213,-66.98703324,712999.2693,2003678.628,153.875538,THL,54.940318,172.691213,1001.838317
THL423,18.11144641,-66.98702959,712999.6507,2003679.106,153.939013,THL,55.551453,172.71424,1001.901792
THL424,18.11145326,-66.98702766,712999.8466,2003679.867,153.935949,THL,56.255685,173.062436,1001.898728
