name,latitude,longitude,easting,northing,elevationM,mapCode,E,N,H
LEW24,18.11025204,-66.9863719,713070.7105,2003547.659,149.764712,LEW,2.348957,33.042995,997.727491
LEW25,18.11025096,-66.98637844,713070.0203,2003547.531,149.782739,LEW,1.801342,33.482487,997.745518
LEW27,18.11025058,-66.98638719,713069.0947,2003547.479,149.782005,LEW,1.157837,34.150047,997.744784
LEW28,18.11025489,-66.986397,713068.0505,2003547.945,149.782822,LEW,0.828882,35.245274,997.745601
LEW29,18.11025815,-66.98639784,713067.9575,2003548.304,149.778977,LEW,1.040442,35.550431,997.741756
LEW30,18.11026265,-66.98639854,713067.8784,2003548.802,149.784796,LEW,1.365886,35.935349,997.747575
LEW31,18.11026422,-66.98640235,713067.4735,2003548.971,149.777041,LEW,1.229658,36.352554,997.73982
LEW32,18.11026485,-66.98640365,713067.335,2003549.039,149.79011,LEW,1.19109,36.502115,997.752889
REW,18.11024201,-66.9864154,713066.1188,2003546.497,149.775072,REW,-1.529067,35.763961,997.737851
REW2,18.11023693,-66.98641205,713066.4796,2003545.94,149.772574,REW,-1.716148,35.126386,997.735353
REW3,18.11023161,-66.98640787,713066.9287,2003545.356,149.778213,REW,-1.865388,34.404745,997.740992
REW4,18.11022915,-66.98640124,713067.6335,2003545.09,149.788493,REW,-1.606443,33.697407,997.751272
REW5,18.11022579,-66.98639548,713068.247,2003544.725,149.767724,REW,-1.4824,32.994134,997.730503
REW6,18.11022029,-66.98638865,713068.9768,2003544.125,149.768557,REW,-1.46092,32.049069,997.731336
REW7,18.11021093,-66.98637901,713070.0085,2003543.1,149.777407,REW,-1.563828,30.598119,997.740186
REW8,18.11019979,-66.98636956,713071.022,2003541.878,149.691794,REW,-1.828106,29.032209,997.654573
REW9,18.11019209,-66.98636379,713071.6417,2003541.031,149.653893,REW,-2.064869,28.009966,997.616672
REW10,18.11018737,-66.98635367,713072.7189,2003540.521,149.599679,REW,-1.748493,26.860362,997.562458
REW11,18.1101792,-66.98634613,713073.5268,2003539.626,149.587274,REW,-1.898816,25.663971,997.550053
REW12,18.11017077,-66.98634686,713073.4601,2003538.691,149.58197,REW,-2.650467,25.104349,997.544749
REW13,18.11015905,-66.98634026,713074.1728,2003537.402,149.586502,REW,-3.162179,23.722416,997.549281
REW14,18.1101481,-66.98633535,713074.7054,2003536.195,149.569944,REW,-3.728897,22.53086,997.532723
REW15,18.11013895,-66.98633178,713075.0949,2003535.187,149.580057,REW,-4.238453,21.577488,997.542836
REW16,18.11013123,-66.98632636,713075.6775,2003534.339,149.588964,REW,-4.500815,20.582113,997.551743
REW17,18.11012484,-66.98632601,713075.7226,2003533.631,149.549647,REW,-5.007313,20.086048,997.512426
REW18,18.11011802,-66.98632504,713075.8335,2003532.878,149.611921,REW,-5.505713,19.51013,997.5747
REW19,18.11011285,-66.98632106,713076.2613,2003532.31,149.57301,REW,-5.656494,18.815404,997.535789
REW20,18.11010647,-66.98631435,713076.979,2003531.611,149.563537,REW,-5.717458,17.815246,997.526316
REW21,18.11009723,-66.98631093,713077.3519,2003530.593,149.570572,REW,-6.24603,16.86744,997.533351
REW22,18.11008271,-66.98630374,713078.1303,2003528.993,149.545393,REW,-6.949399,15.233431,997.508172
RUT,18.1100914,-66.98629317,713079.2392,2003529.967,149.399109,Run,-5.487354,15.029213,997.361888
THL,18.11009742,-66.98629419,713079.1239,2003530.633,149.503192,THL,-5.058152,15.551321,997.465971
THL2,18.11010479,-66.98630014,713078.4848,2003531.441,149.441729,THL,-4.86303,16.563332,997.404508
THL3,18.11011255,-66.98630779,713077.6661,2003532.292,149.469161,THL,-4.753296,17.738867,997.43194
THL4,18.1101214,-66.98631473,713076.9205,2003533.264,149.482467,THL,-4.503368,18.938649,997.445246
THL5,18.11013547,-66.98631782,713076.5768,2003534.818,149.442796,THL,-3.550533,20.213589,997.405575
THL6,18.11015274,-66.98632461,713075.8373,2003536.721,149.436435,THL,-2.591488,22.016383,997.399214
THL7,18.11016644,-66.98633044,713075.2036,2003538.231,149.377494,THL,-1.860999,23.482587,997.340273
THL8,18.11018239,-66.98633367,713074.8414,2003539.993,149.330041,THL,-0.762516,24.907376,997.29282
THL9,18.11019494,-66.98633655,713074.5216,2003541.379,149.412159,THL,0.07881,26.054716,997.374938
THL10,18.11020583,-66.98634162,713073.9724,2003542.579,149.482804,THL,0.629547,27.254446,997.445583
RIT,18.11021334,-66.98634831,713073.2552,2003543.402,149.445409,Riffle,0.78504,28.335334,997.408188
THL11,18.11021944,-66.98635079,713072.9847,2003544.074,149.483656,THL,1.117572,28.979065,997.446435
THL12,18.11022591,-66.98635459,713072.5745,2003544.786,149.544763,THL,1.389331,29.754919,997.507542
THL13,18.11023163,-66.9863615,713071.8364,2003545.411,149.622635,THL,1.380809,30.722124,997.585414
THL14,18.11023621,-66.98636581,713071.3749,2003545.913,149.600059,THL,1.459684,31.39947,997.562838
THL15,18.11023629,-66.98637126,713070.7976,2003545.915,149.687644,THL,1.084674,31.838571,997.650423
RUT2,18.11023408,-66.98637391,713070.5199,2003545.668,149.698576,Run,0.715699,31.887315,997.661355
THL16,18.11023329,-66.98637987,713069.8903,2003545.574,149.64588,THL,0.233866,32.303324,997.608659
THL17,18.11023306,-66.98639039,713068.7772,2003545.536,149.571119,THL,-0.521712,33.121963,997.533898
THL18,18.11023598,-66.98639805,713067.9627,2003545.85,149.593404,THL,-0.815467,33.944341,997.556183
THL19,18.11024311,-66.98640187,713067.5496,2003546.635,149.609175,THL,-0.490817,34.769481,997.571954
THL20,18.1102515,-66.98640448,713067.263,2003547.561,149.543579,THL,0.023858,35.591432,997.506358
THL21,18.1102561,-66.98640622,713067.0731,2003548.069,149.516446,THL,0.284497,36.066686,997.479225
THL22,18.11026288,-66.98641509,713066.1262,2003548.809,149.456136,THL,0.226964,37.267444,997.418915
THL23,18.11026588,-66.98641941,713065.6659,2003549.135,149.470627,THL,0.17406,37.829676,997.433406
THL24,18.110272,-66.98642337,713065.239,2003549.808,149.530785,THL,0.405154,38.592439,997.493564
THL25,18.11027377,-66.98642904,713064.6365,2003549.997,149.519143,THL,0.155097,39.172433,997.481922
THL26,18.11027315,-66.98643383,713064.1298,2003549.923,149.594563,THL,-0.231818,39.508078,997.557342
RIT2,18.11027322,-66.98643801,713063.6873,2003549.926,149.711394,Riffle,-0.518697,39.845181,997.674173
DSR_LFH,18.10963915,-66.98605712,713104.7719,2003480.18,148.583623,Transect_DSR,-26.540787,-36.825678,996.546402
DSR_XS,18.10963934,-66.98605848,713104.6276,2003480.199,148.528322,Transect_DSR,-26.620511,-36.703909,996.491101
DSR_XS2,18.10963926,-66.98606033,713104.4317,2003480.189,148.458214,Transect_DSR,-26.756363,-36.562289,996.420993
DSR_LBF,18.10963891,-66.9860629,713104.1602,2003480.147,148.287235,Transect_DSR,-26.965425,-36.38399,996.250014
DSR_XS3,18.1096385,-66.98606768,713103.6552,2003480.096,148.360916,Transect_DSR,-27.334091,-36.034883,996.323695
DSR_XS4,18.10963841,-66.98606987,713103.4232,2003480.083,148.065182,Transect_DSR,-27.494676,-35.866948,996.027961
DSR_XS5,18.10963804,-66.98607242,713103.1535,2003480.04,148.011852,Transect_DSR,-27.703858,-35.691089,995.974631
DSR_XS6,18.10963779,-66.98607467,713102.916,2003480.009,148.048335,Transect_DSR,-27.881999,-35.53096,996.011114
DSR_XS7,18.10963754,-66.98607685,713102.6854,2003479.979,148.10526,Transect_DSR,-28.055562,-35.376078,996.068039
DSR_XS8,18.10963727,-66.9860791,713102.4475,2003479.947,148.115555,Transect_DSR,-28.235468,-35.21701,996.078334
DSR_XS9,18.10963707,-66.98608208,713102.1323,2003479.921,148.087609,Transect_DSR,-28.460884,-34.99509,996.050388
DSR_XS10,18.10963666,-66.98608517,713101.8063,2003479.872,148.158886,Transect_DSR,-28.710899,-34.780039,996.121665
DSR_XS11,18.10963651,-66.98608751,713101.5581,2003479.852,148.139782,Transect_DSR,-28.887532,-34.604552,996.102561
DSR_XS12,18.10963622,-66.98608904,713101.3967,2003479.818,148.110634,Transect_DSR,-29.018843,-34.504628,996.073413
DSR_XS13,18.10963628,-66.98609036,713101.2565,2003479.824,148.063475,Transect_DSR,-29.105979,-34.394553,996.026254
DSR_XS14,18.10963613,-66.98609197,713101.087,2003479.805,148.033429,Transect_DSR,-29.230821,-34.278371,995.996208
DSR_LEW,18.1096361,-66.98609351,713100.9242,2003479.8,147.978388,Transect_DSR,-29.3411,-34.158465,995.941167
DSR_XS15,18.10963587,-66.986096,713100.6605,2003479.772,147.969696,Transect_DSR,-29.534503,-33.976855,995.932475
DSR_XS16,18.10963586,-66.98609774,713100.4763,2003479.769,148.006931,Transect_DSR,-29.656999,-33.83918,995.96971
DSR_XS17,18.10963567,-66.98609995,713100.2427,2003479.745,147.987191,Transect_DSR,-29.827653,-33.677814,995.94997
DSR_XS18,18.10963562,-66.98610164,713100.0642,2003479.738,147.959396,Transect_DSR,-29.949594,-33.547249,995.922175
DSR_XS19,18.10963557,-66.98610303,713099.9164,2003479.731,147.954789,Transect_DSR,-30.051768,-33.440059,995.917568
DSR_XS20,18.10963553,-66.986105,713099.7083,2003479.724,147.8623,Transect_DSR,-30.192749,-33.286795,995.825079
DSR_XS21,18.1096352,-66.98610721,713099.475,2003479.685,147.829013,Transect_DSR,-30.374446,-33.135385,995.791792
DSR_THL,18.10963498,-66.98610847,713099.3416,2003479.659,147.832349,Transect_DSR,-30.481654,-33.051551,995.795128
DSR_XS22,18.10963478,-66.98611014,713099.1648,2003479.635,147.841838,Transect_DSR,-30.614757,-32.932933,995.804617
DSR_XS23,18.10963468,-66.98611181,713098.9879,2003479.622,147.875352,Transect_DSR,-30.740252,-32.807437,995.838131
DSR_XS24,18.10963438,-66.98611408,713098.749,2003479.586,147.899828,Transect_DSR,-30.923502,-32.649888,995.862607
DSR_XS25,18.10963439,-66.98611531,713098.6178,2003479.585,147.916535,Transect_DSR,-31.009879,-32.551116,995.879314
DSR_XS26,18.10963437,-66.98611759,713098.3767,2003479.581,147.947352,Transect_DSR,-31.170861,-32.371502,995.910131
DSR_XS27,18.10963397,-66.98611895,713098.2339,2003479.535,147.896288,Transect_DSR,-31.298905,-32.293335,995.859067
DSR_XS28,18.10963391,-66.9861212,713097.9952,2003479.526,147.913898,Transect_DSR,-31.461682,-32.118332,995.876677
DSR_REW,18.10963369,-66.98612343,713097.7592,2003479.499,147.99523,Transect_DSR,-31.635864,-31.956859,995.958009
DSR_XS29,18.10963373,-66.9861256,713097.53,2003479.501,148.031228,Transect_DSR,-31.784151,-31.781999,995.994007
DSR_XS30,18.10963289,-66.98612791,713097.2861,2003479.405,148.122733,Transect_DSR,-32.015941,-31.659713,996.085512
DSR_XS31,18.10963179,-66.98613219,713096.8346,2003479.279,148.273491,Transect_DSR,-32.406572,-31.400136,996.23627
DSR_RBF,18.10963131,-66.98613454,713096.5864,2003479.222,148.408318,Transect_DSR,-32.611227,-31.248865,996.371097
DSR_XS32,18.10963149,-66.98613762,713096.2604,2003479.239,148.753145,Transect_DSR,-32.811566,-30.991043,996.715924
DSR_RFH,18.10963062,-66.98614098,713095.9061,2003479.139,148.905674,Transect_DSR,-33.118634,-30.787846,996.868453
LEW33,18.10964383,-66.98608942,713101.3476,2003480.661,147.95769,LEW,-28.412353,-33.917183,995.920469
LEW34,18.10965026,-66.98608308,713102.0107,2003481.379,147.990959,LEW,-27.435046,-33.950498,995.953738
LEW35,18.10965936,-66.98608885,713101.3884,2003482.381,147.978151,LEW,-27.082598,-32.825155,995.94093
LEW36,18.10967018,-66.98609424,713100.8053,2003483.572,148.008304,LEW,-26.560802,-31.605525,995.971083
LEW37,18.10968014,-66.98610091,713100.0876,2003484.667,148.09496,LEW,-26.199805,-30.346807,996.057739
LEW38,18.10968664,-66.98610242,713099.92,2003485.384,148.156298,LEW,-25.765599,-29.751385,996.119077
LEW39,18.10969249,-66.98609922,713100.2512,2003486.036,148.173156,LEW,-25.055395,-29.576743,996.135935
LEW40,18.10970127,-66.98610021,713100.1357,2003487.007,148.188006,LEW,-24.395417,-28.855502,996.150785
LEW41,18.10970698,-66.98610073,713100.074,2003487.638,148.194762,LEW,-23.957091,-28.396324,996.157541
LEW42,18.10971121,-66.98610217,713099.9159,2003488.104,148.227031,LEW,-23.707135,-27.972177,996.18981
LEW43,18.10971538,-66.98610101,713100.0335,2003488.567,148.284909,LEW,-23.279917,-27.759332,996.247688
LEW44,18.10971926,-66.98610529,713099.5763,2003488.991,148.332247,LEW,-23.256827,-27.135695,996.295026
LEW45,18.10972523,-66.9861064,713099.4515,2003489.652,148.371943,LEW,-22.837996,-26.610074,996.334722
LEW46,18.10972796,-66.98611262,713098.7897,2003489.946,148.370338,LEW,-23.047112,-25.916428,996.333117
LEW47,18.10973138,-66.98611683,713098.3398,2003490.32,148.39206,LEW,-23.057514,-25.33139,996.354839
LEW48,18.10973499,-66.98612039,713097.9587,2003490.716,148.389356,LEW,-23.006302,-24.784067,996.352135
LEW49,18.10974426,-66.98612204,713097.7729,2003491.74,148.523394,LEW,-22.351858,-23.974777,996.486173
LEW50,18.10975341,-66.98612185,713097.7825,2003492.753,148.523393,LEW,-21.57759,-23.320225,996.486172
LEW51,18.10975864,-66.98612218,713097.7407,2003493.332,148.565508,LEW,-21.166627,-22.910811,996.528287
LEW52,18.10976917,-66.98612034,713097.9224,2003494.499,148.586699,LEW,-20.163249,-22.286139,996.549478
LEW53,18.10977585,-66.98611914,713098.0421,2003495.24,148.642027,LEW,-19.523915,-21.893254,996.604806
LEW54,18.10978429,-66.98611886,713098.0609,2003496.175,148.674166,LEW,-18.803186,-21.297021,996.636945
LEW55,18.10979211,-66.98612078,713097.8482,2003497.038,148.690668,LEW,-18.288376,-20.572508,996.653447
LEW56,18.1097985,-66.98612703,713097.1793,2003497.738,148.680903,LEW,-18.194493,-19.608426,996.643682
LEW57,18.10980409,-66.98613275,713096.5669,2003498.35,148.696409,LEW,-18.130702,-18.744941,996.659188
LEW58,18.10981166,-66.98613255,713096.5794,2003499.188,148.735844,LEW,-17.487531,-18.207114,996.698623
LEW59,18.10981849,-66.9861339,713096.4277,2003499.943,148.740167,LEW,-17.014164,-17.598936,996.702946
LEW60,18.10982429,-66.98613925,713095.8541,2003500.578,148.752953,LEW,-16.907632,-16.749737,996.715732
LEW61,18.10983169,-66.98613628,713096.1594,2003501.402,148.764611,LEW,-16.084326,-16.443489,996.72739
LEW62,18.10983851,-66.98614015,713095.7419,2003502.152,148.777627,LEW,-15.788708,-15.637389,996.740406
LEW63,18.10983978,-66.98614474,713095.2546,2003502.287,148.80685,LEW,-16.0044,-15.179865,996.769629
LEW64,18.10985,-66.98614725,713094.9766,2003503.415,148.847438,LEW,-15.330743,-14.232387,996.810217
LEW65,18.10986629,-66.9861516,713094.4967,2003505.214,148.856405,LEW,-14.281346,-12.694395,996.819184
LEW66,18.10987071,-66.98615756,713093.8603,2003505.696,148.879708,LEW,-14.331864,-11.897645,996.842487
LEW67,18.10987547,-66.98616234,713093.3488,2003506.217,148.866302,LEW,-14.270493,-11.169392,996.829081
LEW68,18.10988455,-66.98616739,713092.803,2003507.216,148.879585,LEW,-13.870256,-10.103864,996.842364
LEW69,18.1098954,-66.98617105,713092.4022,2003508.413,148.900763,LEW,-13.225032,-9.018574,996.863542
LEW70,18.10990927,-66.98617115,713092.3755,2003509.948,148.916849,LEW,-12.079202,-7.995993,996.879628
LEW71,18.10991926,-66.98617594,713091.8559,2003511.048,148.961885,LEW,-11.584692,-6.883837,996.924664
LEW72,18.10992972,-66.98618119,713091.2877,2003512.201,148.949177,LEW,-11.082514,-5.700778,996.911956
LEW73,18.10994145,-66.98618641,713090.7213,2003513.493,148.944625,LEW,-10.473478,-4.428108,996.907404
LEW74,18.10994653,-66.98619593,713089.7066,2003514.044,148.931682,LEW,-10.718142,-3.299153,996.894461
LEW75,18.1099544,-66.98620092,713089.1698,2003514.91,148.975779,LEW,-10.412626,-2.32708,996.938558
LEW76,18.10996845,-66.98620483,713088.7379,2003516.46,149.033969,LEW,-9.519862,-0.987585,996.996748
LEW77,18.109982,-66.98620868,713088.3146,2003517.956,149.049554,LEW,-8.663063,0.309661,997.012333
LEW78,18.10998984,-66.98620435,713088.7634,2003518.829,149.022963,LEW,-7.708509,0.539617,996.985742
LEW79,18.10999724,-66.9862062,713088.559,2003519.645,149.039719,LEW,-7.223378,1.227551,997.002498
LEW80,18.11000001,-66.98621487,713087.6375,2003519.942,149.054291,LEW,-7.600457,2.119324,997.01707
LEW81,18.1100059,-66.98621839,713087.2583,2003520.59,149.069804,LEW,-7.356946,2.829883,997.032583
LEW82,18.11001606,-66.98621711,713087.381,2003521.717,149.153524,LEW,-6.423083,3.472664,997.116303
LEW83,18.11002561,-66.98622059,713087.0011,2003522.769,149.156684,LEW,-5.87331,4.447973,997.119463
LEW84,18.11003653,-66.98622889,713086.1098,2003523.969,149.268287,LEW,-5.546745,5.906233,997.231066
LEW85,18.1100444,-66.98622977,713086.0068,2003524.838,149.258654,LEW,-4.954918,6.552226,997.221433
LEW86,18.11005645,-66.98623991,713084.9193,2003526.16,149.289129,LEW,-4.663227,8.239544,997.251908
LEW87,18.11005582,-66.98625252,713083.5847,2003526.077,149.416324,LEW,-5.598222,9.196009,997.379103
LEW88,18.11007674,-66.98624468,713084.3898,2003528.401,149.41467,LEW,-3.311565,10.103355,997.377449
LEW89,18.11008036,-66.98625935,713082.8325,2003528.785,149.375705,LEW,-4.037261,11.53421,997.338484
LEW90,18.11008834,-66.98625923,713082.8353,2003529.668,149.434989,LEW,-3.366278,12.108732,997.397768
REW23,18.11007347,-66.98629904,713078.6396,2003527.977,149.478229,REW,-7.387364,14.183653,997.441008
REW24,18.11006261,-66.98629214,713079.3823,2003526.782,149.417058,REW,-7.807438,12.840941,997.379837
REW25,18.11005529,-66.98628595,713080.0474,2003525.979,149.405104,REW,-7.982039,11.812411,997.367883
REW26,18.11004854,-66.98628481,713080.1754,2003525.233,149.39996,REW,-8.46357,11.228391,997.362739
REW27,18.11003783,-66.9862806,713080.6339,2003524.053,149.345722,REW,-9.058397,10.110472,997.308501
REW28,18.11002358,-66.98627078,713081.6914,2003522.486,149.311652,REW,-9.555071,8.286088,997.274431
REW29,18.11000931,-66.98626186,713082.6526,2003520.918,149.217995,REW,-10.115855,6.533776,997.180774
REW30,18.10999863,-66.98625714,713083.1653,2003519.74,149.164259,REW,-10.673175,5.3765,997.127038
REW31,18.10998596,-66.98624941,713083.9987,2003518.346,149.154285,REW,-11.185209,3.834944,997.117064
REW32,18.10997732,-66.98624543,713084.4304,2003517.395,149.134117,REW,-11.624492,2.886385,997.096896
REW33,18.10997135,-66.98624115,713084.8902,2003516.739,149.076751,REW,-11.821124,2.109793,997.03953
REW34,18.10996433,-66.98623508,713085.5419,2003515.969,149.056655,REW,-11.97904,1.11329,997.019434
REW35,18.10995775,-66.98622485,713086.6326,2003515.253,148.999448,REW,-11.809233,-0.180563,996.962227
